City of Agoura Hills	5216	24977	22	105
City of Alhambra	19300	22255	258	297
City of Arcadia	9645	16700	168	291
City of Artesia	4637	27609	88	524
City of Avalon	64	1654	0	0
City of Azusa	14669	29315	159	318
City of Baldwin Park	24421	31811	391	509
City of Bell	14626	40257	145	399
City of Bell Gardens	14797	34355	140	325
City of Bellflower	25048	32222	267	343
City of Beverly Hills	9592	27787	44	127
City of Bradbury	67	6268	0	0
City of Burbank	25754	24029	329	307
City of Calabasas	4661	19163	38	156
City of Carson	28347	30206	324	345
City of Cerritos	9925	19823	86	172
City of Claremont	7872	21577	86	236
City of Commerce*	4786	36621	47	360
City of Compton	34623	34656	331	331
City of Covina	15772	32167	205	418
City of Cudahy	10521	43213	81	333
City of Culver City	8913	22358	136	341
City of Diamond Bar	10482	18225	110	191
City of Downey	38582	33766	383	335
City of Duarte	5707	25922	122	554
City of El Monte	35023	29866	533	455
City of El Segundo	3351	19963	15	89
City of Gardena	17912	29215	270	440
City of Glendale	48856	23660	887	430
City of Glendora	12842	24339	247	468
City of Hawaiian Gardens	4378	29831	30	204
City of Hawthorne	24445	27532	277	312
City of Hermosa Beach	3880	19725	12	61
City of Hidden Hills	321	16984	2	106
City of Huntington Park	23069	38782	218	366
City of Industry	433	99085	6	1373
City of Inglewood	31608	27828	390	343
City of Irwindale	574	39342	9	617
City of La Canada Flintridge	3535	17083	21	101
City of La Habra Heights	171	3135	2	37
City of La Mirada	11457	23099	184	371
City of La Puente	13501	33174	152	373
City of La Verne	7710	23166	81	243
City of Lakewood	21267	26464	171	213
City of Lancaster*	53776	33283	431	267
City of Lawndale	8808	26203	73	217
City of Lomita	4864	23465	58	280
City of Long Beach	135206	27936	1287	265
City of Lynwood*	26098	36224	295	409
City of Malibu	2451	18911	13	100
City of Manhattan Beach	6003	16675	28	78
City of Maywood	11052	39402	105	374
City of Monrovia	9200	23711	104	268
City of Montebello	20596	31994	284	441
City of Monterey Park	13215	21225	236	379
City of Norwalk	35315	32814	472	439
City of Palmdale	55973	35210	447	281
City of Palos Verdes Estates	1784	13193	12	89
City of Paramount	19822	35382	212	378
City of Pasadena	31891	18280	419	240
City of Pico Rivera	22485	34978	335	521
City of Pomona	54778	35130	591	379
City of Rancho Palos Verdes	5873	13739	84	197
City of Redondo Beach	12158	17698	71	103
City of Rolling Hills	223	11495	3	155
City of Rolling Hills Estates	1159	14286	10	123
City of Rosemead	12047	21765	190	343
City of San Dimas*	8896	25774	128	371
City of San Fernando	11041	44860	81	329
City of San Gabriel	8558	20897	247	603
City of San Marino	1815	13670	14	105
City of Santa Clarita	59811	27135	391	177
City of Santa Fe Springs	6767	36849	55	299
City of Santa Monica	20961	22674	249	269
City of Sierra Madre	1792	16307	22	200
City of Signal Hill	3194	27075	13	110
City of South El Monte	6914	33105	89	426
City of South Gate	40589	41352	316	322
City of South Pasadena	4885	18750	61	234
City of Temple City	7252	19893	151	414
City of Torrance	26594	17816	307	206
City of Vernon	323	154545	0	0
City of Walnut	5652	18512	48	157
City of West Covina	32049	29611	368	340
City of West Hollywood	9349	25301	62	168
City of Westlake Village	322	3852	2	24
City of Whittier	25721	29418	339	388
Los Angeles	1283860	31743	12714	314
Los Angeles - Adams-Normandie	2769	33760	18	219
Los Angeles - Alsace	3866	31065	23	185
Los Angeles - Angeles National Forest	6	15000	0	0
Los Angeles - Angelino Heights	696	27818	8	320
Los Angeles - Arleta	14474	42112	134	390
Los Angeles - Atwater Village	4012	27356	35	239
Los Angeles - Baldwin Hills	8302	26673	111	357
Los Angeles - Bel Air	1868	22162	6	71
Los Angeles - Beverly Crest	2819	22507	9	72
Los Angeles - Beverlywood	3492	26509	4	30
Los Angeles - Boyle Heights*	34968	40247	372	428
Los Angeles - Brentwood	6909	22319	27	87
Los Angeles - Brookside	119	20482	2	344
Los Angeles - Cadillac-Corning	2033	28549	14	197
Los Angeles - Canoga Park	21615	33107	209	320
Los Angeles - Carthay	3470	24159	90	627
Los Angeles - Central	15416	39536	159	408
Los Angeles - Century City	2917	22803	15	117
Los Angeles - Century Palms/Cove	14049	41607	133	394
Los Angeles - Chatsworth	10459	28221	121	326
Los Angeles - Cheviot Hills	2029	22124	10	109
Los Angeles - Chinatown	2244	27977	21	262
Los Angeles - Cloverdale/Cochran	4398	30221	30	206
Los Angeles - Country Club Park	4019	26523	89	587
Los Angeles - Crenshaw District	4394	31774	47	340
Los Angeles - Crestview	3221	28334	53	466
Los Angeles - Del Rey	6909	23079	44	147
Los Angeles - Downtown*	13236	48119	68	247
Los Angeles - Eagle Rock	10829	27354	149	376
Los Angeles - East Hollywood	7957	27169	155	529
Los Angeles - Echo Park	3796	26627	26	182
Los Angeles - El Sereno	14355	34336	142	340
Los Angeles - Elysian Park	1518	26576	6	105
Los Angeles - Elysian Valley	3036	29850	33	324
Los Angeles - Encino	12150	26897	92	204
Los Angeles - Exposition	1070	32171	8	241
Los Angeles - Exposition Park	15436	34366	107	238
Los Angeles - Faircrest Heights	1010	28056	6	167
Los Angeles - Figueroa Park Square	3192	36601	38	436
Los Angeles - Florence-Firestone	20279	42742	156	329
Los Angeles - Glassell Park	8994	28458	71	225
Los Angeles - Gramercy Place	3422	31791	42	390
Los Angeles - Granada Hills	17773	30543	253	435
Los Angeles - Green Meadows	8901	41390	65	302
Los Angeles - Hancock Park	3893	22848	11	65
Los Angeles - Harbor City	7729	26588	51	175
Los Angeles - Harbor Gateway	13186	30243	103	236
Los Angeles - Harbor Pines	501	20797	3	125
Los Angeles - Harvard Heights	5444	30186	80	444
Los Angeles - Harvard Park	15712	41418	130	343
Los Angeles - Highland Park	14316	29584	140	289
Los Angeles - Historic Filipinotown	4612	33252	92	663
Los Angeles - Hollywood	18018	26398	115	168
Los Angeles - Hollywood Hills	6221	21135	31	105
Los Angeles - Hyde Park	9914	34736	114	399
Los Angeles - Jefferson Park	2719	33680	22	273
Los Angeles - Koreatown	13997	27077	151	292
Los Angeles - Lafayette Square	1381	30292	11	241
Los Angeles - Lake Balboa	13407	31766	92	218
Los Angeles - Lakeview Terrace	4923	37486	47	358
Los Angeles - Leimert Park	4705	30883	32	210
Los Angeles - Lincoln Heights	10883	33387	214	657
Los Angeles - Little Armenia	2587	32237	113	1408
Los Angeles - Little Bangladesh	7440	26250	39	138
Los Angeles - Little Tokyo	1188	37919	14	447
Los Angeles - Longwood	1454	33783	14	325
Los Angeles - Los Feliz	4667	21598	36	167
Los Angeles - Manchester Square	2608	30553	22	258
Los Angeles - Mandeville Canyon	648	20743	1	32
Los Angeles - Mar Vista	8737	20572	46	108
Los Angeles - Marina Peninsula	796	18257	5	115
Los Angeles - Melrose	22210	28586	261	336
Los Angeles - Mid-city	3875	25782	54	359
Los Angeles - Miracle Mile	4009	22291	22	122
Los Angeles - Mission Hills	10072	41751	152	630
Los Angeles - Mt. Washington	6999	28987	75	311
Los Angeles - North Hills	21426	34797	193	313
Los Angeles - North Hollywood	50212	33161	489	323
Los Angeles - Northridge	21112	30248	219	314
Los Angeles - Pacific Palisades	4163	19553	18	85
Los Angeles - Pacoima	33734	43822	285	370
Los Angeles - Palisades Highlands	786	20437	2	52
Los Angeles - Palms	9505	21663	79	180
Los Angeles - Panorama City	28672	38102	334	444
Los Angeles - Park La Brea	2599	19138	3	22
Los Angeles - Pico-Union	14478	34602	284	679
Los Angeles - Playa Del Rey	482	15081	4	125
Los Angeles - Playa Vista	2763	25240	14	128
Los Angeles - Porter Ranch	8477	23820	63	177
Los Angeles - Rancho Park	1784	27195	2	30
Los Angeles - Regent Square	729	26223	4	144
Los Angeles - Reseda	26639	34769	367	479
Los Angeles - Reseda Ranch	1529	32981	6	129
Los Angeles - Reynier Village	1001	23675	3	71
Los Angeles - San Pedro*	21719	27831	179	229
Los Angeles - Shadow Hills	1069	24066	8	180
Los Angeles - Sherman Oaks	22115	25346	154	176
Los Angeles - Silverlake	11115	25214	146	331
Los Angeles - South Carthay	2602	24559	11	104
Los Angeles - South Park	15386	40531	127	335
Los Angeles - St Elmo Village	1625	35449	47	1025
Los Angeles - Studio City	5579	24862	59	263
Los Angeles - Sun Valley	19915	37946	196	373
Los Angeles - Sunland	5591	27396	80	392
Los Angeles - Sycamore Square	145	22411	2	309
Los Angeles - Sylmar*	35951	43631	315	382
Los Angeles - Tarzana	8548	27685	104	337
Los Angeles - Temple-Beaudry	11868	30059	135	342
Los Angeles - Thai Town	2431	24783	39	398
Los Angeles - Toluca Lake	2027	23288	11	126
Los Angeles - Toluca Terrace	389	29786	10	766
Los Angeles - Toluca Woods	411	22121	0	0
Los Angeles - Tujunga	7357	26455	96	345
Los Angeles - University Hills	769	22426	4	117
Los Angeles - University Park	9979	36345	76	277
Los Angeles - Valley Glen	9505	31666	98	326
Los Angeles - Valley Village	6843	27682	95	384
Los Angeles - Van Nuys*	32293	34651	429	460
Los Angeles - Venice	7622	22494	30	89
Los Angeles - Vermont Knolls	6483	37692	76	442
Los Angeles - Vermont Square	3287	42928	36	470
Los Angeles - Vermont Vista	16224	39392	128	311
Los Angeles - Vernon Central	22503	43277	198	381
Los Angeles - Victoria Park	2444	29099	18	214
Los Angeles - View Heights	841	22767	9	244
Los Angeles - Watts	16909	39624	138	323
Los Angeles - Wellington Square	1541	31353	13	264
Los Angeles - West Adams	9353	33851	177	641
Los Angeles - West Hills	10032	24743	142	350
Los Angeles - West Los Angeles	9110	24206	70	186
Los Angeles - West Vernon	21497	40073	242	451
Los Angeles - Westchester	10615	20571	67	130
Los Angeles - Westlake	18029	30375	362	610
Los Angeles - Westwood	13326	24628	40	74
Los Angeles - Wholesale District*	17309	47909	138	382
Los Angeles - Wilmington	20550	36380	135	239
Los Angeles - Wilshire Center	14032	27969	148	295
Los Angeles - Winnetka	16638	32128	123	238
Los Angeles - Woodland Hills	16760	24627	121	178
Unincorporated - Acton	1634	20499	17	213
Unincorporated - Agua Dulce	837	20130	6	144
