City of Agoura Hills	4082	19547	22	105
City of Alhambra	16482	19005	249	287
City of Arcadia	7859	13608	163	282
City of Artesia	4104	24436	88	524
City of Avalon	62	1602	0	0
City of Azusa	13585	27148	155	310
City of Baldwin Park	22671	29531	383	499
City of Bell	13690	37680	138	380
City of Bell Gardens	14014	32537	133	309
City of Bellflower	23045	29646	251	323
City of Beverly Hills	8144	23592	42	122
City of Bradbury	64	5987	0	0
City of Burbank	21888	20422	312	291
City of Calabasas	3853	15841	37	152
City of Carson	25105	26751	313	334
City of Cerritos	8236	16450	79	158
City of Claremont	6048	16577	77	211
City of Commerce*	4473	34226	46	352
City of Compton	32743	32774	318	318
City of Covina	14546	29666	200	408
City of Cudahy	9871	40543	77	316
City of Culver City	7245	18174	132	331
City of Diamond Bar	8966	15589	104	181
City of Downey	35509	31077	370	324
City of Duarte	5099	23160	119	541
City of El Monte	32476	27694	515	439
City of El Segundo	2738	16311	14	83
City of Gardena	16043	26167	261	426
City of Glendale	43824	21223	849	411
City of Glendora	11630	22042	237	449
City of Hawaiian Gardens	4144	28237	29	198
City of Hawthorne	22313	25131	270	304
City of Hermosa Beach	3225	16396	12	61
City of Hidden Hills	254	13439	2	106
City of Huntington Park	21778	36612	214	360
City of Industry	375	85812	6	1373
City of Inglewood	28985	25519	385	339
City of Irwindale	536	36737	8	548
City of La Canada Flintridge	2796	13512	20	97
City of La Habra Heights	162	2970	2	37
City of La Mirada	10294	20754	177	357
City of La Puente	12581	30914	148	364
City of La Verne	6968	20936	79	237
City of Lakewood	18724	23300	163	203
City of Lancaster*	50221	31083	415	257
City of Lawndale	7995	23785	69	205
City of Lomita	4215	20334	55	265
City of Long Beach	124749	25775	1232	254
City of Lynwood*	24376	33833	285	396
City of Malibu	2042	15755	13	100
City of Manhattan Beach	4827	13409	25	69
City of Maywood	10341	36868	101	360
City of Monrovia	8135	20966	100	258
City of Montebello	19042	29580	276	429
City of Monterey Park	11214	18011	229	368
City of Norwalk	32884	30555	459	426
City of Palmdale	52567	33068	435	274
City of Palos Verdes Estates	1473	10893	12	89
City of Paramount	18615	33227	204	364
City of Pasadena	27789	15929	402	230
City of Pico Rivera	20766	32304	331	515
City of Pomona	50765	32556	568	364
City of Rancho Palos Verdes	4767	11152	79	185
City of Redondo Beach	9766	14216	68	99
City of Rolling Hills	185	9536	3	155
City of Rolling Hills Estates	967	11919	9	111
City of Rosemead	10516	18999	182	329
City of San Dimas*	7925	22960	120	348
City of San Fernando	10365	42114	79	321
City of San Gabriel	7310	17849	234	571
City of San Marino	1384	10424	12	90
City of Santa Clarita	53416	24233	362	164
City of Santa Fe Springs	6276	34176	55	299
City of Santa Monica	16557	17910	223	241
City of Sierra Madre	1496	13614	20	182
City of Signal Hill	2808	23803	13	110
City of South El Monte	6509	31166	88	421
City of South Gate	37906	38619	305	311
City of South Pasadena	3919	15042	59	226
City of Temple City	6077	16670	146	400
City of Torrance	22356	14977	292	196
City of Vernon	305	145933	0	0
City of Walnut	4741	15528	45	147
City of West Covina	28918	26718	351	324
City of West Hollywood	7768	21022	61	165
City of Westlake Village	269	3218	2	24
City of Whittier	23092	26411	329	376
Los Angeles	1155336	28565	12235	303
Los Angeles - Adams-Normandie	2559	31200	18	219
Los Angeles - Alsace	3504	28156	23	185
Los Angeles - Angeles National Forest	6	15000	0	0
Los Angeles - Angelino Heights	617	24660	8	320
Los Angeles - Arleta	13557	39444	133	387
Los Angeles - Atwater Village	3464	23619	33	225
Los Angeles - Baldwin Hills	7328	23544	102	328
Los Angeles - Bel Air	1434	17013	4	47
Los Angeles - Beverly Crest	2298	18347	9	72
Los Angeles - Beverlywood	2963	22493	4	30
Los Angeles - Boyle Heights*	32943	37916	359	413
Los Angeles - Brentwood	5358	17309	24	78
Los Angeles - Brookside	93	16007	2	344
Los Angeles - Cadillac-Corning	1802	25305	13	183
Los Angeles - Canoga Park	19924	30517	205	314
Los Angeles - Carthay	2823	19655	86	599
Los Angeles - Central	14760	37854	154	395
Los Angeles - Century City	2266	17714	16	125
Los Angeles - Century Palms/Cove	13400	39685	130	385
Los Angeles - Chatsworth	9198	24819	115	310
Los Angeles - Cheviot Hills	1581	17239	10	109
Los Angeles - Chinatown	1945	24249	18	224
Los Angeles - Cloverdale/Cochran	3982	27362	30	206
Los Angeles - Country Club Park	3565	23527	90	594
Los Angeles - Crenshaw District	3897	28180	46	333
Los Angeles - Crestview	2803	24657	52	457
Los Angeles - Del Rey	5849	19538	42	140
Los Angeles - Downtown*	11513	41855	65	236
Los Angeles - Eagle Rock	8880	22430	141	356
Los Angeles - East Hollywood	7207	24608	149	509
Los Angeles - Echo Park	3259	22861	25	175
Los Angeles - El Sereno	13105	31346	135	323
Los Angeles - Elysian Park	1344	23529	5	88
Los Angeles - Elysian Valley	2683	26379	30	295
Los Angeles - Encino	10062	22275	87	193
Los Angeles - Exposition	961	28894	8	241
Los Angeles - Exposition Park	14097	31385	101	225
Los Angeles - Faircrest Heights	869	24139	6	167
Los Angeles - Figueroa Park Square	2995	34342	37	424
Los Angeles - Florence-Firestone	19298	40674	154	325
Los Angeles - Glassell Park	7861	24873	68	215
Los Angeles - Gramercy Place	3155	29311	41	381
Los Angeles - Granada Hills	15799	27150	234	402
Los Angeles - Green Meadows	8447	39279	63	293
Los Angeles - Hancock Park	3264	19156	10	59
Los Angeles - Harbor City	6911	23774	47	162
Los Angeles - Harbor Gateway	12014	27555	101	232
Los Angeles - Harbor Pines	452	18763	3	125
Los Angeles - Harvard Heights	5046	27979	80	444
Los Angeles - Harvard Park	14796	39004	123	324
Los Angeles - Highland Park	12727	26300	133	275
Los Angeles - Historic Filipinotown	4208	30339	87	627
Los Angeles - Hollywood	15606	22865	111	163
Los Angeles - Hollywood Hills	5088	17286	30	102
Los Angeles - Hyde Park	9114	31933	111	389
Los Angeles - Jefferson Park	2446	30299	20	248
Los Angeles - Koreatown	12640	24452	144	279
Los Angeles - Lafayette Square	1220	26760	10	219
Los Angeles - Lake Balboa	12086	28636	87	206
Los Angeles - Lakeview Terrace	4557	34699	47	358
