City of Agoura Hills	4098	19624	22	105
City of Alhambra	16511	19039	249	287
City of Arcadia	7875	13635	163	282
City of Artesia	4115	24501	88	524
City of Avalon	62	1602	0	0
City of Azusa	13604	27186	155	310
City of Baldwin Park	22692	29559	383	499
City of Bell	13709	37733	139	383
City of Bell Gardens	14024	32560	134	311
City of Bellflower	23080	29691	254	327
City of Beverly Hills	8165	23653	42	122
City of Bradbury	64	5987	0	0
City of Burbank	21923	20454	312	291
City of Calabasas	3865	15890	37	152
City of Carson	25134	26782	314	335
City of Cerritos	8257	16492	80	160
City of Claremont	6072	16643	79	217
City of Commerce*	4477	34257	46	352
City of Compton	32796	32828	319	319
City of Covina	14558	29691	203	414
City of Cudahy	9891	40625	78	320
City of Culver City	7248	18181	132	331
City of Diamond Bar	8977	15608	104	181
City of Downey	35544	31107	371	325
City of Duarte	5109	23206	119	541
City of El Monte	32509	27722	517	441
City of El Segundo	2740	16323	14	83
City of Gardena	16055	26187	261	426
City of Glendale	43869	21245	849	411
City of Glendora	11645	22070	238	451
City of Hawaiian Gardens	4151	28284	29	198
City of Hawthorne	22333	25153	274	309
City of Hermosa Beach	3236	16451	12	61
City of Hidden Hills	254	13439	2	106
City of Huntington Park	21805	36657	214	360
City of Industry	377	86270	6	1373
City of Inglewood	29029	25558	386	340
City of Irwindale	535	36669	8	548
City of La Canada Flintridge	2802	13541	20	97
City of La Habra Heights	162	2970	2	37
City of La Mirada	10302	20771	179	361
City of La Puente	12593	30943	148	364
City of La Verne	6974	20954	80	240
City of Lakewood	18756	23339	164	204
City of Lancaster*	50316	31142	417	258
City of Lawndale	8001	23803	70	208
City of Lomita	4220	20358	55	265
City of Long Beach	124938	25814	1236	255
City of Lynwood*	24443	33926	285	396
City of Malibu	2045	15778	13	100
City of Manhattan Beach	4833	13425	25	69
City of Maywood	10358	36928	103	367
City of Monrovia	8149	21003	100	258
City of Montebello	19055	29600	278	432
City of Monterey Park	11238	18050	229	368
City of Norwalk	32935	30602	460	427
City of Palmdale	52607	33093	438	276
City of Palos Verdes Estates	1475	10908	12	89
City of Paramount	18644	33279	205	366
City of Pasadena	27835	15955	408	233
City of Pico Rivera	20805	32364	332	516
City of Pomona	50823	32593	570	366
City of Rancho Palos Verdes	4783	11189	79	185
City of Redondo Beach	9777	14232	68	99
City of Rolling Hills	185	9536	3	155
City of Rolling Hills Estates	971	11968	9	111
City of Rosemead	10540	19042	182	329
City of San Dimas*	7931	22978	120	348
City of San Fernando	10369	42130	80	325
City of San Gabriel	7332	17903	234	571
City of San Marino	1388	10454	12	90
City of Santa Clarita	53460	24253	366	166
City of Santa Fe Springs	6288	34241	55	299
City of Santa Monica	16611	17968	224	242
City of Sierra Madre	1499	13641	20	182
City of Signal Hill	2811	23828	13	110
City of South El Monte	6515	31195	88	421
City of South Gate	37966	38680	307	313
City of South Pasadena	3922	15054	59	226
City of Temple City	6090	16706	146	400
City of Torrance	22406	15011	295	198
City of Vernon	306	146411	0	0
City of Walnut	4743	15535	45	147
City of West Covina	28952	26749	356	329
City of West Hollywood	7793	21090	61	165
City of Westlake Village	269	3218	2	24
City of Whittier	23202	26537	330	377
Los Angeles	1157424	28616	12287	304
Los Angeles - Adams-Normandie	2571	31346	18	219
Los Angeles - Alsace	3510	28204	23	185
Los Angeles - Angeles National Forest	6	15000	0	0
Los Angeles - Angelino Heights	617	24660	8	320
Los Angeles - Arleta	13561	39456	133	387
Los Angeles - Atwater Village	3475	23694	33	225
Los Angeles - Baldwin Hills	7352	23621	102	328
Los Angeles - Bel Air	1442	17108	4	47
Los Angeles - Beverly Crest	2304	18395	9	72
Los Angeles - Beverlywood	2968	22531	4	30
Los Angeles - Boyle Heights*	32991	37971	360	414
Los Angeles - Brentwood	5373	17357	24	78
Los Angeles - Brookside	93	16007	2	344
Los Angeles - Cadillac-Corning	1803	25319	13	183
Los Angeles - Canoga Park	19936	30535	207	317
Los Angeles - Carthay	2833	19724	86	599
Los Angeles - Central	14774	37890	154	395
Los Angeles - Century City	2276	17792	16	125
Los Angeles - Century Palms/Cove	13414	39726	131	388
Los Angeles - Chatsworth	9204	24835	117	316
Los Angeles - Cheviot Hills	1589	17326	10	109
Los Angeles - Chinatown	1951	24324	18	224
Los Angeles - Cloverdale/Cochran	3995	27451	30	206
Los Angeles - Country Club Park	3579	23619	90	594
Los Angeles - Crenshaw District	3909	28267	46	333
Los Angeles - Crestview	2807	24692	52	457
Los Angeles - Del Rey	5861	19578	42	140
Los Angeles - Downtown*	11554	42004	65	236
Los Angeles - Eagle Rock	8901	22484	141	356
