Date,Cases,Deaths
7/15/22,"89,497,357","1,023,817"
7/16/22,"89,537,444","1,023,870"
7/17/22,"89,565,552","1,023,914"
7/18/22,"89,731,584","1,024,358"
7/19/22,"89,847,868","1,024,988"
7/20/22,"90,063,349","1,025,883"
7/21/22,"90,243,034","1,026,380"
7/22/22,"90,373,695","1,026,947"
7/23/22,"90,398,299","1,027,001"
7/24/22,"90,419,880","1,027,020"
7/25/22,"90,608,486","1,027,438"
7/26/22,"90,740,464","1,027,976"
7/27/22,"90,979,385","1,028,919"
7/28/22,"91,131,255","1,029,315"
7/29/22,"91,315,438","1,029,940"
7/30/22,"91,329,843","1,029,962"
7/31/22,"91,331,830","1,029,939"
8/1/22,"91,472,835","1,030,498"
8/2/22,"91,589,086","1,030,982"
8/3/22,"91,794,811","1,032,097"
