City of Agoura Hills	1002	4798	18	86
City of Alhambra	6740	7772	200	231
City of Arcadia	2637	4566	127	220
City of Artesia	2023	12045	68	405
City of Avalon	16	414	0	0
City of Azusa	6198	12386	111	222
City of Baldwin Park	12957	16878	279	363
City of Bell	6684	18397	105	289
City of Bell Gardens	8202	19043	105	244
City of Bellflower	10508	13518	192	247
City of Beverly Hills	2574	7457	34	98
City of Bradbury	35	3274	0	0
City of Burbank	8604	8028	225	210
City of Calabasas	1187	4880	32	132
City of Carson	9400	10016	240	256
City of Cerritos	2968	5928	52	104
City of Claremont	2215	6071	51	140
City of Commerce*	2371	18142	38	291
City of Compton	16625	16641	225	225
City of Covina	6309	12867	151	308
City of Cudahy	4714	19362	59	242
City of Culver City	2133	5351	96	241
City of Diamond Bar	3156	5487	78	136
City of Downey	17200	15053	277	242
City of Duarte	2280	10356	92	418
City of El Monte	16998	14495	417	356
City of El Segundo	684	4075	6	36
City of Gardena	6140	10015	171	279
City of Glendale	19413	9401	580	281
City of Glendora	4698	8904	167	317
City of Hawaiian Gardens	2190	14922	16	109
City of Hawthorne	10226	11517	194	219
City of Hermosa Beach	939	4774	11	56
City of Hidden Hills	85	4497	2	106
City of Huntington Park	11066	18603	162	272
City of Industry	165	37757	4	915
City of Inglewood	13278	11690	292	257
City of Irwindale	250	17135	5	343
City of La Canada Flintridge	732	3537	17	82
City of La Habra Heights	109	1998	1	18
City of La Mirada	4164	8395	105	212
City of La Puente	6597	16210	110	270
City of La Verne	2789	8380	50	150
City of Lakewood	7064	8790	85	106
City of Lancaster*	21515	13316	261	162
City of Lawndale	3498	10406	55	164
City of Lomita	1410	6802	24	116
City of Long Beach	51780	10698	896	185
City of Lynwood*	13131	18226	222	308
City of Malibu	381	2940	7	54
City of Manhattan Beach	1267	3520	20	56
City of Maywood	5142	18332	85	303
City of Monrovia	3111	8018	71	183
City of Montebello	10018	15562	193	300
City of Monterey Park	4728	7594	176	283
City of Norwalk	15824	14703	334	310
City of Palmdale	24067	15140	297	187
City of Palos Verdes Estates	427	3158	9	67
City of Paramount	9774	17446	139	248
City of Pasadena	11080	6351	331	189
City of Pico Rivera	10957	17045	248	386
City of Pomona	24003	15393	427	274
City of Rancho Palos Verdes	1438	3364	55	129
City of Redondo Beach	2627	3824	47	68
City of Rolling Hills	53	2732	2	103
City of Rolling Hills Estates	268	3303	8	99
City of Rosemead	4859	8779	128	231
City of San Dimas*	3160	9155	84	243
City of San Fernando	5188	21079	57	232
City of San Gabriel	3171	7743	194	474
City of San Marino	364	2742	9	68
City of Santa Clarita	19783	8975	244	111
City of Santa Fe Springs	2813	15318	35	191
City of Santa Monica	4526	4896	156	169
City of Sierra Madre	455	4141	13	118
City of Signal Hill	1119	9485	9	76
City of South El Monte	3386	16213	61	292
City of South Gate	18339	18684	220	224
City of South Pasadena	1291	4955	39	150
City of Temple City	2320	6364	115	315
